Type,SKU,Name,Short description,Description,Weight (lbs),Regular price
simple,SERF1554-55G-1-38-6-572,SERF1554-55G-1-38-6-572,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-3/8""-6 x 11'-11""",49.478,74.646
simple,SERF1554-55G-1-38-6-576,SERF1554-55G-1-38-6-576,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-3/8""-6 x 12'",49.824,75.168
simple,SERF1554-55G-1-12-6-24,SERF1554-55G-1-12-6-24,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 6""",2.5482,3.8223
simple,SERF1554-55G-1-12-6-28,SERF1554-55G-1-12-6-28,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 7""",2.9729,4.45935
simple,SERF1554-55G-1-12-6-32,SERF1554-55G-1-12-6-32,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 8""",3.3976,5.0964
simple,SERF1554-55G-1-12-6-36,SERF1554-55G-1-12-6-36,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 9""",3.8223,5.73345
simple,SERF1554-55G-1-12-6-40,SERF1554-55G-1-12-6-40,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 10""",4.247,6.3705
simple,SERF1554-55G-1-12-6-44,SERF1554-55G-1-12-6-44,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 11""",4.6717,7.00755
simple,SERF1554-55G-1-12-6-48,SERF1554-55G-1-12-6-48,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 1'",5.0964,7.6446
simple,SERF1554-55G-1-12-6-52,SERF1554-55G-1-12-6-52,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 1'-1""",5.5211,8.28165
simple,SERF1554-55G-1-12-6-56,SERF1554-55G-1-12-6-56,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 1'-2""",5.9458,8.9187
simple,SERF1554-55G-1-12-6-60,SERF1554-55G-1-12-6-60,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 1'-3""",6.3705,9.55575
simple,SERF1554-55G-1-12-6-64,SERF1554-55G-1-12-6-64,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 1'-4""",6.7952,10.1928
simple,SERF1554-55G-1-12-6-68,SERF1554-55G-1-12-6-68,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 1'-5""",7.2199,10.82985
simple,SERF1554-55G-1-12-6-72,SERF1554-55G-1-12-6-72,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 1'-6""",7.6446,11.4669
simple,SERF1554-55G-1-12-6-76,SERF1554-55G-1-12-6-76,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 1'-7""",8.0693,12.10395
simple,SERF1554-55G-1-12-6-80,SERF1554-55G-1-12-6-80,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 1'-8""",8.494,12.741
simple,SERF1554-55G-1-12-6-84,SERF1554-55G-1-12-6-84,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 1'-9""",8.9187,13.37805
simple,SERF1554-55G-1-12-6-88,SERF1554-55G-1-12-6-88,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 1'-10""",9.3434,14.0151
simple,SERF1554-55G-1-12-6-92,SERF1554-55G-1-12-6-92,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 1'-11""",9.7681,14.65215
simple,SERF1554-55G-1-12-6-96,SERF1554-55G-1-12-6-96,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 2'",10.1928,15.2892
simple,SERF1554-55G-1-12-6-100,SERF1554-55G-1-12-6-100,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 2'-1""",10.6175,15.92625
simple,SERF1554-55G-1-12-6-104,SERF1554-55G-1-12-6-104,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 2'-2""",11.0422,16.5633
simple,SERF1554-55G-1-12-6-108,SERF1554-55G-1-12-6-108,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 2'-3""",11.4669,17.20035
simple,SERF1554-55G-1-12-6-112,SERF1554-55G-1-12-6-112,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 2'-4""",11.8916,17.8374
simple,SERF1554-55G-1-12-6-116,SERF1554-55G-1-12-6-116,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 2'-5""",12.3163,18.47445
simple,SERF1554-55G-1-12-6-120,SERF1554-55G-1-12-6-120,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 2'-6""",12.741,19.1115
simple,SERF1554-55G-1-12-6-124,SERF1554-55G-1-12-6-124,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 2'-7""",13.1657,19.74855
simple,SERF1554-55G-1-12-6-128,SERF1554-55G-1-12-6-128,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 2'-8""",13.5904,20.3856
simple,SERF1554-55G-1-12-6-132,SERF1554-55G-1-12-6-132,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 2'-9""",14.0151,21.02265
simple,SERF1554-55G-1-12-6-136,SERF1554-55G-1-12-6-136,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 2'-10""",14.4398,21.6597
simple,SERF1554-55G-1-12-6-140,SERF1554-55G-1-12-6-140,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 2'-11""",14.8645,22.29675
simple,SERF1554-55G-1-12-6-144,SERF1554-55G-1-12-6-144,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 3'",15.2892,22.9338
simple,SERF1554-55G-1-12-6-148,SERF1554-55G-1-12-6-148,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 3'-1""",15.7139,23.57085
simple,SERF1554-55G-1-12-6-152,SERF1554-55G-1-12-6-152,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 3'-2""",16.1386,24.2079
simple,SERF1554-55G-1-12-6-156,SERF1554-55G-1-12-6-156,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 3'-3""",16.5633,24.84495
simple,SERF1554-55G-1-12-6-160,SERF1554-55G-1-12-6-160,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 3'-4""",16.988,25.482
simple,SERF1554-55G-1-12-6-164,SERF1554-55G-1-12-6-164,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 3'-5""",17.4127,26.11905
simple,SERF1554-55G-1-12-6-168,SERF1554-55G-1-12-6-168,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 3'-6""",17.8374,26.7561
simple,SERF1554-55G-1-12-6-172,SERF1554-55G-1-12-6-172,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 3'-7""",18.2621,27.39315
simple,SERF1554-55G-1-12-6-176,SERF1554-55G-1-12-6-176,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 3'-8""",18.6868,28.0302
simple,SERF1554-55G-1-12-6-180,SERF1554-55G-1-12-6-180,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 3'-9""",19.1115,28.66725
simple,SERF1554-55G-1-12-6-184,SERF1554-55G-1-12-6-184,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 3'-10""",19.5362,29.3043
simple,SERF1554-55G-1-12-6-188,SERF1554-55G-1-12-6-188,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 3'-11""",19.9609,29.94135
simple,SERF1554-55G-1-12-6-192,SERF1554-55G-1-12-6-192,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 4'",20.3856,30.5784
simple,SERF1554-55G-1-12-6-196,SERF1554-55G-1-12-6-196,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 4'-1""",20.8103,31.21545
simple,SERF1554-55G-1-12-6-200,SERF1554-55G-1-12-6-200,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 4'-2""",21.235,31.8525
simple,SERF1554-55G-1-12-6-204,SERF1554-55G-1-12-6-204,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 4'-3""",21.6597,32.48955
simple,SERF1554-55G-1-12-6-208,SERF1554-55G-1-12-6-208,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 4'-4""",22.0844,33.1266
simple,SERF1554-55G-1-12-6-212,SERF1554-55G-1-12-6-212,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 4'-5""",22.5091,33.76365
simple,SERF1554-55G-1-12-6-216,SERF1554-55G-1-12-6-216,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 4'-6""",22.9338,34.4007
simple,SERF1554-55G-1-12-6-220,SERF1554-55G-1-12-6-220,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 4'-7""",23.3585,35.03775
simple,SERF1554-55G-1-12-6-224,SERF1554-55G-1-12-6-224,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 4'-8""",23.7832,35.6748
simple,SERF1554-55G-1-12-6-228,SERF1554-55G-1-12-6-228,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 4'-9""",24.2079,36.31185
simple,SERF1554-55G-1-12-6-232,SERF1554-55G-1-12-6-232,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 4'-10""",24.6326,36.9489
simple,SERF1554-55G-1-12-6-236,SERF1554-55G-1-12-6-236,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 4'-11""",25.0573,37.58595
simple,SERF1554-55G-1-12-6-240,SERF1554-55G-1-12-6-240,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 5'",25.482,38.223
simple,SERF1554-55G-1-12-6-244,SERF1554-55G-1-12-6-244,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 5'-1""",25.9067,38.86005
simple,SERF1554-55G-1-12-6-248,SERF1554-55G-1-12-6-248,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 5'-2""",26.3314,39.4971
simple,SERF1554-55G-1-12-6-252,SERF1554-55G-1-12-6-252,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 5'-3""",26.7561,40.13415
simple,SERF1554-55G-1-12-6-256,SERF1554-55G-1-12-6-256,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 5'-4""",27.1808,40.7712
simple,SERF1554-55G-1-12-6-260,SERF1554-55G-1-12-6-260,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 5'-5""",27.6055,41.40825
simple,SERF1554-55G-1-12-6-264,SERF1554-55G-1-12-6-264,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 5'-6""",28.0302,42.0453
simple,SERF1554-55G-1-12-6-268,SERF1554-55G-1-12-6-268,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 5'-7""",28.4549,42.68235
simple,SERF1554-55G-1-12-6-272,SERF1554-55G-1-12-6-272,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 5'-8""",28.8796,43.3194
simple,SERF1554-55G-1-12-6-276,SERF1554-55G-1-12-6-276,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 5'-9""",29.3043,43.95645
simple,SERF1554-55G-1-12-6-280,SERF1554-55G-1-12-6-280,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 5'-10""",29.729,44.5935
simple,SERF1554-55G-1-12-6-284,SERF1554-55G-1-12-6-284,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 5'-11""",30.1537,45.23055
simple,SERF1554-55G-1-12-6-288,SERF1554-55G-1-12-6-288,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 6'",30.5784,45.8676
simple,SERF1554-55G-1-12-6-292,SERF1554-55G-1-12-6-292,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 6'-1""",31.0031,46.50465
simple,SERF1554-55G-1-12-6-296,SERF1554-55G-1-12-6-296,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 6'-2""",31.4278,47.1417
simple,SERF1554-55G-1-12-6-300,SERF1554-55G-1-12-6-300,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 6'-3""",31.8525,47.77875
simple,SERF1554-55G-1-12-6-304,SERF1554-55G-1-12-6-304,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 6'-4""",32.2772,48.4158
simple,SERF1554-55G-1-12-6-308,SERF1554-55G-1-12-6-308,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 6'-5""",32.7019,49.05285
simple,SERF1554-55G-1-12-6-312,SERF1554-55G-1-12-6-312,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 6'-6""",33.1266,49.6899
simple,SERF1554-55G-1-12-6-316,SERF1554-55G-1-12-6-316,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 6'-7""",33.5513,50.32695
simple,SERF1554-55G-1-12-6-320,SERF1554-55G-1-12-6-320,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 6'-8""",33.976,50.964
simple,SERF1554-55G-1-12-6-324,SERF1554-55G-1-12-6-324,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 6'-9""",34.4007,51.60105
simple,SERF1554-55G-1-12-6-328,SERF1554-55G-1-12-6-328,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 6'-10""",34.8254,52.2381
simple,SERF1554-55G-1-12-6-332,SERF1554-55G-1-12-6-332,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 6'-11""",35.2501,52.87515
simple,SERF1554-55G-1-12-6-336,SERF1554-55G-1-12-6-336,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 7'",35.6748,53.5122
simple,SERF1554-55G-1-12-6-340,SERF1554-55G-1-12-6-340,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 7'-1""",36.0995,54.14925
simple,SERF1554-55G-1-12-6-344,SERF1554-55G-1-12-6-344,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 7'-2""",36.5242,54.7863
simple,SERF1554-55G-1-12-6-348,SERF1554-55G-1-12-6-348,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 7'-3""",36.9489,55.42335
simple,SERF1554-55G-1-12-6-352,SERF1554-55G-1-12-6-352,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 7'-4""",37.3736,56.0604
simple,SERF1554-55G-1-12-6-356,SERF1554-55G-1-12-6-356,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 7'-5""",37.7983,56.69745
simple,SERF1554-55G-1-12-6-360,SERF1554-55G-1-12-6-360,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 7'-6""",38.223,57.3345
simple,SERF1554-55G-1-12-6-364,SERF1554-55G-1-12-6-364,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 7'-7""",38.6477,57.97155
simple,SERF1554-55G-1-12-6-368,SERF1554-55G-1-12-6-368,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 7'-8""",39.0724,58.6086
simple,SERF1554-55G-1-12-6-372,SERF1554-55G-1-12-6-372,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 7'-9""",39.4971,59.24565
simple,SERF1554-55G-1-12-6-376,SERF1554-55G-1-12-6-376,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 7'-10""",39.9218,59.8827
simple,SERF1554-55G-1-12-6-380,SERF1554-55G-1-12-6-380,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 7'-11""",40.3465,60.51975
simple,SERF1554-55G-1-12-6-384,SERF1554-55G-1-12-6-384,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 8'",40.7712,61.1568
simple,SERF1554-55G-1-12-6-388,SERF1554-55G-1-12-6-388,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 8'-1""",41.1959,61.79385
simple,SERF1554-55G-1-12-6-392,SERF1554-55G-1-12-6-392,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 8'-2""",41.6206,62.4309
simple,SERF1554-55G-1-12-6-396,SERF1554-55G-1-12-6-396,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 8'-3""",42.0453,63.06795
simple,SERF1554-55G-1-12-6-400,SERF1554-55G-1-12-6-400,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 8'-4""",42.47,63.705
simple,SERF1554-55G-1-12-6-404,SERF1554-55G-1-12-6-404,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 8'-5""",42.8947,64.34205
simple,SERF1554-55G-1-12-6-408,SERF1554-55G-1-12-6-408,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 8'-6""",43.3194,64.9791
simple,SERF1554-55G-1-12-6-412,SERF1554-55G-1-12-6-412,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 8'-7""",43.7441,65.61615
simple,SERF1554-55G-1-12-6-416,SERF1554-55G-1-12-6-416,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 8'-8""",44.1688,66.2532
simple,SERF1554-55G-1-12-6-420,SERF1554-55G-1-12-6-420,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 8'-9""",44.5935,66.89025
simple,SERF1554-55G-1-12-6-424,SERF1554-55G-1-12-6-424,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 8'-10""",45.0182,67.5273
simple,SERF1554-55G-1-12-6-428,SERF1554-55G-1-12-6-428,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 8'-11""",45.4429,68.16435
simple,SERF1554-55G-1-12-6-432,SERF1554-55G-1-12-6-432,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 9'",45.8676,68.8014
simple,SERF1554-55G-1-12-6-436,SERF1554-55G-1-12-6-436,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 9'-1""",46.2923,69.43845
simple,SERF1554-55G-1-12-6-440,SERF1554-55G-1-12-6-440,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 9'-2""",46.717,70.0755
simple,SERF1554-55G-1-12-6-444,SERF1554-55G-1-12-6-444,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 9'-3""",47.1417,70.71255
simple,SERF1554-55G-1-12-6-448,SERF1554-55G-1-12-6-448,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 9'-4""",47.5664,71.3496
simple,SERF1554-55G-1-12-6-452,SERF1554-55G-1-12-6-452,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 9'-5""",47.9911,71.98665
simple,SERF1554-55G-1-12-6-456,SERF1554-55G-1-12-6-456,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 9'-6""",48.4158,72.6237
simple,SERF1554-55G-1-12-6-460,SERF1554-55G-1-12-6-460,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 9'-7""",48.8405,73.26075
simple,SERF1554-55G-1-12-6-464,SERF1554-55G-1-12-6-464,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 9'-8""",49.2652,73.8978
simple,SERF1554-55G-1-12-6-468,SERF1554-55G-1-12-6-468,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 9'-9""",49.6899,74.53485
simple,SERF1554-55G-1-12-6-472,SERF1554-55G-1-12-6-472,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 9'-10""",50.1146,75.1719
simple,SERF1554-55G-1-12-6-476,SERF1554-55G-1-12-6-476,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 9'-11""",50.5393,75.80895
simple,SERF1554-55G-1-12-6-480,SERF1554-55G-1-12-6-480,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 10'",50.964,76.446
simple,SERF1554-55G-1-12-6-484,SERF1554-55G-1-12-6-484,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 10'-1""",51.3887,77.08305
simple,SERF1554-55G-1-12-6-488,SERF1554-55G-1-12-6-488,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 10'-2""",51.8134,77.7201
simple,SERF1554-55G-1-12-6-492,SERF1554-55G-1-12-6-492,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 10'-3""",52.2381,78.35715
simple,SERF1554-55G-1-12-6-496,SERF1554-55G-1-12-6-496,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 10'-4""",52.6628,78.9942
simple,SERF1554-55G-1-12-6-500,SERF1554-55G-1-12-6-500,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 10'-5""",53.0875,79.63125
simple,SERF1554-55G-1-12-6-504,SERF1554-55G-1-12-6-504,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 10'-6""",53.5122,80.2683
simple,SERF1554-55G-1-12-6-508,SERF1554-55G-1-12-6-508,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 10'-7""",53.9369,80.90535
simple,SERF1554-55G-1-12-6-512,SERF1554-55G-1-12-6-512,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 10'-8""",54.3616,81.5424
simple,SERF1554-55G-1-12-6-516,SERF1554-55G-1-12-6-516,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 10'-9""",54.7863,82.17945
simple,SERF1554-55G-1-12-6-520,SERF1554-55G-1-12-6-520,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 10'-10""",55.211,82.8165
simple,SERF1554-55G-1-12-6-524,SERF1554-55G-1-12-6-524,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 10'-11""",55.6357,83.45355
simple,SERF1554-55G-1-12-6-528,SERF1554-55G-1-12-6-528,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 11'",56.0604,84.0906
simple,SERF1554-55G-1-12-6-532,SERF1554-55G-1-12-6-532,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 11'-1""",56.4851,84.72765
simple,SERF1554-55G-1-12-6-536,SERF1554-55G-1-12-6-536,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 11'-2""",56.9098,85.3647
simple,SERF1554-55G-1-12-6-540,SERF1554-55G-1-12-6-540,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 11'-3""",57.3345,86.00175
simple,SERF1554-55G-1-12-6-544,SERF1554-55G-1-12-6-544,Manufacturer: Abrafast,"ASTM F1554-Grade 55 Galvanized Single End Rod - 1-1/2""-6 x 11'-4""",57.7592,86.6388
