Type,SKU,Name,Short description,Description,Weight (lbs),Regular price
simple,SERF1554-105G-1-8-572,SERF1554-105G-1-8-572,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1""-8 x 11'-11""",26.6123,65.078728
simple,SERF1554-105G-1-8-576,SERF1554-105G-1-8-576,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1""-8 x 12'",26.7984,65.533824
simple,SERF1554-105G-1-18-7-24,SERF1554-105G-1-18-7-24,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 6""",1.338,3.27141
simple,SERF1554-105G-1-18-7-28,SERF1554-105G-1-18-7-28,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 7""",1.561,3.816645
simple,SERF1554-105G-1-18-7-32,SERF1554-105G-1-18-7-32,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 8""",1.784,4.36188
simple,SERF1554-105G-1-18-7-36,SERF1554-105G-1-18-7-36,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 9""",2.007,4.907115
simple,SERF1554-105G-1-18-7-40,SERF1554-105G-1-18-7-40,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 10""",2.23,5.45235
simple,SERF1554-105G-1-18-7-44,SERF1554-105G-1-18-7-44,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 11""",2.453,5.997585
simple,SERF1554-105G-1-18-7-48,SERF1554-105G-1-18-7-48,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 1'",2.676,6.54282
simple,SERF1554-105G-1-18-7-52,SERF1554-105G-1-18-7-52,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 1'-1""",2.899,7.088055
simple,SERF1554-105G-1-18-7-56,SERF1554-105G-1-18-7-56,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 1'-2""",3.122,7.63329
simple,SERF1554-105G-1-18-7-60,SERF1554-105G-1-18-7-60,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 1'-3""",3.345,8.178525
simple,SERF1554-105G-1-18-7-64,SERF1554-105G-1-18-7-64,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 1'-4""",3.568,8.72376
simple,SERF1554-105G-1-18-7-68,SERF1554-105G-1-18-7-68,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 1'-5""",3.791,9.268995
simple,SERF1554-105G-1-18-7-72,SERF1554-105G-1-18-7-72,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 1'-6""",4.014,9.81423
simple,SERF1554-105G-1-18-7-76,SERF1554-105G-1-18-7-76,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 1'-7""",4.237,10.359465
simple,SERF1554-105G-1-18-7-80,SERF1554-105G-1-18-7-80,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 1'-8""",4.46,10.9047
simple,SERF1554-105G-1-18-7-84,SERF1554-105G-1-18-7-84,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 1'-9""",4.683,11.449935
simple,SERF1554-105G-1-18-7-88,SERF1554-105G-1-18-7-88,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 1'-10""",4.906,11.99517
simple,SERF1554-105G-1-18-7-92,SERF1554-105G-1-18-7-92,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 1'-11""",5.129,12.540405
simple,SERF1554-105G-1-18-7-96,SERF1554-105G-1-18-7-96,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 2'",5.352,13.08564
simple,SERF1554-105G-1-18-7-100,SERF1554-105G-1-18-7-100,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 2'-1""",5.575,13.630875
simple,SERF1554-105G-1-18-7-104,SERF1554-105G-1-18-7-104,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 2'-2""",5.798,14.17611
simple,SERF1554-105G-1-18-7-108,SERF1554-105G-1-18-7-108,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 2'-3""",6.021,14.721345
simple,SERF1554-105G-1-18-7-112,SERF1554-105G-1-18-7-112,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 2'-4""",6.244,15.26658
simple,SERF1554-105G-1-18-7-116,SERF1554-105G-1-18-7-116,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 2'-5""",6.467,15.811815
simple,SERF1554-105G-1-18-7-120,SERF1554-105G-1-18-7-120,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 2'-6""",6.69,16.35705
simple,SERF1554-105G-1-18-7-124,SERF1554-105G-1-18-7-124,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 2'-7""",6.913,16.902285
simple,SERF1554-105G-1-18-7-128,SERF1554-105G-1-18-7-128,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 2'-8""",7.136,17.44752
simple,SERF1554-105G-1-18-7-132,SERF1554-105G-1-18-7-132,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 2'-9""",7.359,17.992755
simple,SERF1554-105G-1-18-7-136,SERF1554-105G-1-18-7-136,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 2'-10""",7.582,18.53799
simple,SERF1554-105G-1-18-7-140,SERF1554-105G-1-18-7-140,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 2'-11""",7.805,19.083225
simple,SERF1554-105G-1-18-7-144,SERF1554-105G-1-18-7-144,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 3'",8.028,19.62846
simple,SERF1554-105G-1-18-7-148,SERF1554-105G-1-18-7-148,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 3'-1""",8.251,20.173695
simple,SERF1554-105G-1-18-7-152,SERF1554-105G-1-18-7-152,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 3'-2""",8.474,20.71893
simple,SERF1554-105G-1-18-7-156,SERF1554-105G-1-18-7-156,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 3'-3""",8.697,21.264165
simple,SERF1554-105G-1-18-7-160,SERF1554-105G-1-18-7-160,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 3'-4""",8.92,21.8094
simple,SERF1554-105G-1-18-7-164,SERF1554-105G-1-18-7-164,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 3'-5""",9.143,22.354635
simple,SERF1554-105G-1-18-7-168,SERF1554-105G-1-18-7-168,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 3'-6""",9.366,22.89987
simple,SERF1554-105G-1-18-7-172,SERF1554-105G-1-18-7-172,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 3'-7""",9.589,23.445105
simple,SERF1554-105G-1-18-7-176,SERF1554-105G-1-18-7-176,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 3'-8""",9.812,23.99034
simple,SERF1554-105G-1-18-7-180,SERF1554-105G-1-18-7-180,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 3'-9""",10.035,24.535575
simple,SERF1554-105G-1-18-7-184,SERF1554-105G-1-18-7-184,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 3'-10""",10.258,25.08081
simple,SERF1554-105G-1-18-7-188,SERF1554-105G-1-18-7-188,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 3'-11""",10.481,25.626045
simple,SERF1554-105G-1-18-7-192,SERF1554-105G-1-18-7-192,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 4'",10.704,26.17128
simple,SERF1554-105G-1-18-7-196,SERF1554-105G-1-18-7-196,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 4'-1""",10.927,26.716515
simple,SERF1554-105G-1-18-7-200,SERF1554-105G-1-18-7-200,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 4'-2""",11.15,27.26175
simple,SERF1554-105G-1-18-7-204,SERF1554-105G-1-18-7-204,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 4'-3""",11.373,27.806985
simple,SERF1554-105G-1-18-7-208,SERF1554-105G-1-18-7-208,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 4'-4""",11.596,28.35222
simple,SERF1554-105G-1-18-7-212,SERF1554-105G-1-18-7-212,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 4'-5""",11.819,28.897455
simple,SERF1554-105G-1-18-7-216,SERF1554-105G-1-18-7-216,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 4'-6""",12.042,29.44269
simple,SERF1554-105G-1-18-7-220,SERF1554-105G-1-18-7-220,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 4'-7""",12.265,29.987925
simple,SERF1554-105G-1-18-7-224,SERF1554-105G-1-18-7-224,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 4'-8""",12.488,30.53316
simple,SERF1554-105G-1-18-7-228,SERF1554-105G-1-18-7-228,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 4'-9""",12.711,31.078395
simple,SERF1554-105G-1-18-7-232,SERF1554-105G-1-18-7-232,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 4'-10""",12.934,31.62363
simple,SERF1554-105G-1-18-7-236,SERF1554-105G-1-18-7-236,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 4'-11""",13.157,32.168865
simple,SERF1554-105G-1-18-7-240,SERF1554-105G-1-18-7-240,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 5'",13.38,32.7141
simple,SERF1554-105G-1-18-7-244,SERF1554-105G-1-18-7-244,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 5'-1""",13.603,33.259335
simple,SERF1554-105G-1-18-7-248,SERF1554-105G-1-18-7-248,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 5'-2""",13.826,33.80457
simple,SERF1554-105G-1-18-7-252,SERF1554-105G-1-18-7-252,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 5'-3""",14.049,34.349805
simple,SERF1554-105G-1-18-7-256,SERF1554-105G-1-18-7-256,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 5'-4""",14.272,34.89504
simple,SERF1554-105G-1-18-7-260,SERF1554-105G-1-18-7-260,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 5'-5""",14.495,35.440275
simple,SERF1554-105G-1-18-7-264,SERF1554-105G-1-18-7-264,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 5'-6""",14.718,35.98551
simple,SERF1554-105G-1-18-7-268,SERF1554-105G-1-18-7-268,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 5'-7""",14.941,36.530745
simple,SERF1554-105G-1-18-7-272,SERF1554-105G-1-18-7-272,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 5'-8""",15.164,37.07598
simple,SERF1554-105G-1-18-7-276,SERF1554-105G-1-18-7-276,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 5'-9""",15.387,37.621215
simple,SERF1554-105G-1-18-7-280,SERF1554-105G-1-18-7-280,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 5'-10""",15.61,38.16645
simple,SERF1554-105G-1-18-7-284,SERF1554-105G-1-18-7-284,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 5'-11""",15.833,38.711685
simple,SERF1554-105G-1-18-7-288,SERF1554-105G-1-18-7-288,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 6'",16.056,39.25692
simple,SERF1554-105G-1-18-7-292,SERF1554-105G-1-18-7-292,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 6'-1""",16.279,39.802155
simple,SERF1554-105G-1-18-7-296,SERF1554-105G-1-18-7-296,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 6'-2""",16.502,40.34739
simple,SERF1554-105G-1-18-7-300,SERF1554-105G-1-18-7-300,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 6'-3""",16.725,40.892625
simple,SERF1554-105G-1-18-7-304,SERF1554-105G-1-18-7-304,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 6'-4""",16.948,41.43786
simple,SERF1554-105G-1-18-7-308,SERF1554-105G-1-18-7-308,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 6'-5""",17.171,41.983095
simple,SERF1554-105G-1-18-7-312,SERF1554-105G-1-18-7-312,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 6'-6""",17.394,42.52833
simple,SERF1554-105G-1-18-7-316,SERF1554-105G-1-18-7-316,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 6'-7""",17.617,43.073565
simple,SERF1554-105G-1-18-7-320,SERF1554-105G-1-18-7-320,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 6'-8""",17.84,43.6188
simple,SERF1554-105G-1-18-7-324,SERF1554-105G-1-18-7-324,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 6'-9""",18.063,44.164035
simple,SERF1554-105G-1-18-7-328,SERF1554-105G-1-18-7-328,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 6'-10""",18.286,44.70927
simple,SERF1554-105G-1-18-7-332,SERF1554-105G-1-18-7-332,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 6'-11""",18.509,45.254505
simple,SERF1554-105G-1-18-7-336,SERF1554-105G-1-18-7-336,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 7'",18.732,45.79974
simple,SERF1554-105G-1-18-7-340,SERF1554-105G-1-18-7-340,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 7'-1""",18.955,46.344975
simple,SERF1554-105G-1-18-7-344,SERF1554-105G-1-18-7-344,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 7'-2""",19.178,46.89021
simple,SERF1554-105G-1-18-7-348,SERF1554-105G-1-18-7-348,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 7'-3""",19.401,47.435445
simple,SERF1554-105G-1-18-7-352,SERF1554-105G-1-18-7-352,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 7'-4""",19.624,47.98068
simple,SERF1554-105G-1-18-7-356,SERF1554-105G-1-18-7-356,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 7'-5""",19.847,48.525915
simple,SERF1554-105G-1-18-7-360,SERF1554-105G-1-18-7-360,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 7'-6""",20.07,49.07115
simple,SERF1554-105G-1-18-7-364,SERF1554-105G-1-18-7-364,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 7'-7""",20.293,49.616385
simple,SERF1554-105G-1-18-7-368,SERF1554-105G-1-18-7-368,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 7'-8""",20.516,50.16162
simple,SERF1554-105G-1-18-7-372,SERF1554-105G-1-18-7-372,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 7'-9""",20.739,50.706855
simple,SERF1554-105G-1-18-7-376,SERF1554-105G-1-18-7-376,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 7'-10""",20.962,51.25209
simple,SERF1554-105G-1-18-7-380,SERF1554-105G-1-18-7-380,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 7'-11""",21.185,51.797325
simple,SERF1554-105G-1-18-7-384,SERF1554-105G-1-18-7-384,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 8'",21.408,52.34256
simple,SERF1554-105G-1-18-7-388,SERF1554-105G-1-18-7-388,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 8'-1""",21.631,52.887795
simple,SERF1554-105G-1-18-7-392,SERF1554-105G-1-18-7-392,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 8'-2""",21.854,53.43303
simple,SERF1554-105G-1-18-7-396,SERF1554-105G-1-18-7-396,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 8'-3""",22.077,53.978265
simple,SERF1554-105G-1-18-7-400,SERF1554-105G-1-18-7-400,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 8'-4""",22.3,54.5235
simple,SERF1554-105G-1-18-7-404,SERF1554-105G-1-18-7-404,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 8'-5""",22.523,55.068735
simple,SERF1554-105G-1-18-7-408,SERF1554-105G-1-18-7-408,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 8'-6""",22.746,55.61397
simple,SERF1554-105G-1-18-7-412,SERF1554-105G-1-18-7-412,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 8'-7""",22.969,56.159205
simple,SERF1554-105G-1-18-7-416,SERF1554-105G-1-18-7-416,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 8'-8""",23.192,56.70444
simple,SERF1554-105G-1-18-7-420,SERF1554-105G-1-18-7-420,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 8'-9""",23.415,57.249675
simple,SERF1554-105G-1-18-7-424,SERF1554-105G-1-18-7-424,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 8'-10""",23.638,57.79491
simple,SERF1554-105G-1-18-7-428,SERF1554-105G-1-18-7-428,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 8'-11""",23.861,58.340145
simple,SERF1554-105G-1-18-7-432,SERF1554-105G-1-18-7-432,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 9'",24.084,58.88538
simple,SERF1554-105G-1-18-7-436,SERF1554-105G-1-18-7-436,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 9'-1""",24.307,59.430615
simple,SERF1554-105G-1-18-7-440,SERF1554-105G-1-18-7-440,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 9'-2""",24.53,59.97585
simple,SERF1554-105G-1-18-7-444,SERF1554-105G-1-18-7-444,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 9'-3""",24.753,60.521085
simple,SERF1554-105G-1-18-7-448,SERF1554-105G-1-18-7-448,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 9'-4""",24.976,61.06632
simple,SERF1554-105G-1-18-7-452,SERF1554-105G-1-18-7-452,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 9'-5""",25.199,61.611555
simple,SERF1554-105G-1-18-7-456,SERF1554-105G-1-18-7-456,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 9'-6""",25.422,62.15679
simple,SERF1554-105G-1-18-7-460,SERF1554-105G-1-18-7-460,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 9'-7""",25.645,62.702025
simple,SERF1554-105G-1-18-7-464,SERF1554-105G-1-18-7-464,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 9'-8""",25.868,63.24726
simple,SERF1554-105G-1-18-7-468,SERF1554-105G-1-18-7-468,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 9'-9""",26.091,63.792495
simple,SERF1554-105G-1-18-7-472,SERF1554-105G-1-18-7-472,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 9'-10""",26.314,64.33773
simple,SERF1554-105G-1-18-7-476,SERF1554-105G-1-18-7-476,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 9'-11""",26.537,64.882965
simple,SERF1554-105G-1-18-7-480,SERF1554-105G-1-18-7-480,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 10'",26.76,65.4282
simple,SERF1554-105G-1-18-7-484,SERF1554-105G-1-18-7-484,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 10'-1""",26.983,65.973435
simple,SERF1554-105G-1-18-7-488,SERF1554-105G-1-18-7-488,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 10'-2""",27.206,66.51867
simple,SERF1554-105G-1-18-7-492,SERF1554-105G-1-18-7-492,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 10'-3""",27.429,67.063905
simple,SERF1554-105G-1-18-7-496,SERF1554-105G-1-18-7-496,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 10'-4""",27.652,67.60914
simple,SERF1554-105G-1-18-7-500,SERF1554-105G-1-18-7-500,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 10'-5""",27.875,68.154375
simple,SERF1554-105G-1-18-7-504,SERF1554-105G-1-18-7-504,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 10'-6""",28.098,68.69961
simple,SERF1554-105G-1-18-7-508,SERF1554-105G-1-18-7-508,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 10'-7""",28.321,69.244845
simple,SERF1554-105G-1-18-7-512,SERF1554-105G-1-18-7-512,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 10'-8""",28.544,69.79008
simple,SERF1554-105G-1-18-7-516,SERF1554-105G-1-18-7-516,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 10'-9""",28.767,70.335315
simple,SERF1554-105G-1-18-7-520,SERF1554-105G-1-18-7-520,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 10'-10""",28.99,70.88055
simple,SERF1554-105G-1-18-7-524,SERF1554-105G-1-18-7-524,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 10'-11""",29.213,71.425785
simple,SERF1554-105G-1-18-7-528,SERF1554-105G-1-18-7-528,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 11'",29.436,71.97102
simple,SERF1554-105G-1-18-7-532,SERF1554-105G-1-18-7-532,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 11'-1""",29.659,72.516255
simple,SERF1554-105G-1-18-7-536,SERF1554-105G-1-18-7-536,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 11'-2""",29.882,73.06149
simple,SERF1554-105G-1-18-7-540,SERF1554-105G-1-18-7-540,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 11'-3""",30.105,73.606725
simple,SERF1554-105G-1-18-7-544,SERF1554-105G-1-18-7-544,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 11'-4""",30.328,74.15196
simple,SERF1554-105G-1-18-7-548,SERF1554-105G-1-18-7-548,Manufacturer: Abrafast,"ASTM F1554-Grade 105 Galvanized Single End Rod - 1-1/8""-7 x 11'-5""",30.551,74.697195
